VideoId;Title;Description;PublishedAt;ViewCount;LikeCount;DlikeandUnknow;FavoriteCount;Words
a0NvElNTc4s;ADN ACCIÓN DEMOCRÁTICA NACIONAL EN MORONA SANTIAGO;;2023-09-04T17:11:19Z;0;0;0;0;Acción Democrática Nacional (ADN)
a38AE15Dc5U;ALERTA REVELAN TRAIDORES Y OPOSITORES INFILTRADOS EN REVOLUCION CIUDADANA BUSCAN PODER NOTICIAS RFE;SALE A LA LUZ COMO NUEVOS Y VIEJOS TRAI.DORES DE INFILTRAN EN LA REVOLUCION CIUDADANA QUE BUSCAN ...;2023-07-16T12:30:08Z;32752;2482;30270;0;Revolución Ciudadana
A412_wVUROU;¿Quién es Jan Topic, el francotirador, soldado y economista que quiere ser presidente en Ecuador?;A propósito de los comicios generales adelantados en Ecuador, emerge una nueva figura en el panorama electoral. Se trata de ...;2023-05-24T23:23:42Z;581565;7462;574103;0;Gonzales propuestas
A5iPBsfSkJI;🔴 #EnVIVO | ¿La Revolución Ciudadana ganará en primera vuelta?;EnVIVO | Bienvenidos al espacio Punto Noticias - Primera Emisión del 05 de julio de 2023. Hoy en el espacio de entrevistas nos ...;2023-07-05T15:37:08Z;25508;1155;24353;0;Revolución Ciudadana
A5u8VvBJnc0;Rafael Correa: Con Luisa González y Andrés Arauz recuperaremos el Ecuador;Declaraciones del expresidente del Ecuador, Rafael Correa durante la convención ciudadana.teleSUR.;2023-06-10T19:13:28Z;32514;1202;31312;0;Campaña Luisa Gonzales
aAE3wpfotDU;Entrevista a Luisa González en Hablando Claro con Nelson Salazar;LuisaEnMedios #ENVIVO Sigue la entrevista a la candidata por la Revolución Ciudadana, Luisa González, en Hablando Claro ...;2023-08-30T14:16:10Z;32611;2044;30567;0;Problemas de Luisa Gonzales
AaxRYlGqzls;LUISA GONZÁLEZ RECIBE INMENSO APOYO POPULAR EN CIERRE CAMPAÑA AL GRITO UNA SOLA VUELTA NOTICIAS RFE;LA CANDIDATA LUISA GONZÁLEZ SE RECUPERA EN LAS ENCUESTAS Y SE PERFILA PARA ARRASAR EN UNA SOLA ...;2023-08-18T13:50:06Z;19133;1791;17342;0;Campaña Luisa Gonzales
aCmXM-d6Wnk;"Andrés Arauz: Ecuador&#39;s Presidential Front-Runner on COVID, Austerity &amp; Ending U.S. Interference";"Ecuador's presidential front-runner says the country is facing a ""double crisis"" of COVID-19 and austerity. ""We need a renewal in ...";2021-02-16T14:39:38Z;36315;933;35382;0;Andres Arauz
aeD34-E82PA;Discurso completo de Luisa González tras las elecciones en Ecuador;Discurso completo de Luisa González tras las elecciones en Ecuador #ecuador #luisagonzalez ...;2023-08-21T13:13:36Z;62517;1072;61445;0;Luisa Gonzales propuestas
afMZulL6AmA;LA REVOLUCIÓN CIUDADANA EN ELECCIONES DE ECUADOR: ENTREVISTA A LUISA GONZÁLES EN ENCLAVE POLÍTICA;;2023-06-16T01:30:06Z;18629;1095;17534;0;Gonzales propuestas
AgEHFFzzLoA;Luisa González: “Estoy preparada y capacitada para ser la próxima y primera presidenta del Ecuador”;En entrevista exclusiva con teleSUR, la candidata de Revolución Ciudadana, Luisa González y favorita para la presidencia de ...;2023-06-16T02:33:32Z;4328;218;4110;0;Luisa Gonzales propuestas
AgnADLzr0M4;Luisa González le dio una LECCIÓN a Daniel Noboa;Noticias de Ecuador, lo que no te cuentan en la TV. Twitter : https://twitter.com/enigma_politico Facebook: ...;2023-08-28T16:58:29Z;59742;3766;55976;0;Problemas de Luisa Gonzales
AhjH7g960n4;Ecuador irá a una segunda vuelta electoral entre Luisa González y Daniel Noboa;Será en octubre cuando Ecuador confirme quién será el sucesor de Guillermo Lasso en la administración nacional, además de ...;2023-08-21T05:34:58Z;34527;274;34253;0;Daniel Noboa presidente
AKx5DJ3_Uvw;Detienen a candidato alterno de la Revolución Ciudadana | Televistazo | Ecuavisa;En Manglar Alto fue detenido el candidato alterno de la Revolución Ciudadana, a quien le encontraron un arma de fuego, ...;2023-08-11T01:44:00Z;41732;361;41371;0;Revolución Ciudadana
ALr3sqaCskI;DANIEL NOBOA SE DESPLOMA EN LAS ENCUESTAS PUEBLO SE DA CUENTA Y PIERDE APOYO NOTICIAS RFE TV;EL CANDIDATO DE LA DERECHA COMIENZA DESPLOMARSE EL PUEBLO SE DA CUENTA QUE GRUPO ECONÓMICO ...;2023-08-26T04:40:06Z;54850;3577;51273;0;Problemas de Daniel Noboa
aovDsCAg4BI;Christian Zurita: Daniel Noboa debe aclarar posibles vínculos familiares con la Revolución Ciudadana;El candidato habla de posibles acuerdos parlamentarios con Daniel Noboa con base en cuatro ejes temáticos que parten de la ...;2023-08-23T23:01:13Z;18180;243;17937;0;Daniel Noboa presidente
AP6nxE0Jje0;ADN entrevista Rui da Fonseca e Castro;"No 3.º episódio de ""O Elefante na Sala"", Ra Mateus entrevista Rui da Fonseca e Castro. A entrevista mais esperada do ano, onde ...";2022-12-16T17:05:48Z;978;3;975;0;Acción Democrática Nacional (ADN)
AsPS18vEcEA;🔴EN VIVO | Voz y Voto 2023;;2023-08-20T20:43:43Z;76810;464;76346;0;Elecciones 2023 Ecuador
At5DOxXOfOo;Daniel Noboa y Verónica Abad impulsarán el trabajo juvenil y femenino;Suscríbete a nuestro canal para más videos: https://goo.gl/RwmiBA Síguenos en: Twitter: https://www.twitter.com/teleramaec ...;2023-06-27T20:08:22Z;156;0;156;0;Verónica Abad
b06ORxOmFuk;Campaña violenta en Ecuador: balearon la caravana de uno de los candidatos a presidente;Canal26 #ecuador #campaña El candidato presidencial Daniel Noboa resultó ileso este jueves tras un tiroteo ocurrido durante ...;2023-08-18T00:40:30Z;5338;63;5275;0;Campaña Daniel Noboa
B-5oUC4H5ro;Daniel Noboa y Verónica Abad es el primer binomio inscrito;Oficialmente el binomio de la Alianza ADN, Daniel Noboa y Verónica Abad, registraron su candidatura y son los primeros ...;2023-06-05T19:14:27Z;3824;22;3802;0;Verónica Abad
BaO16_vvBJA;Vamos a condonar las deudas. Lo dice Luisa Gonzalez;Luisa Gonzalez en un discurso fogoso, por su patriotismo dijo que las deudas de los agricultores serían condonadas Únete a ...;2023-07-18T15:30:07Z;3593;234;3359;0;Gonzales propuestas
bbPL6iisO4s;El Almirante Ismael Schabib es el candidato a la presidencia por ADN;Acción Democrática Nacionalista presentó hoy a su candidato a la presidencia. se trata del almirante Ismael Schabib quien ...;2020-02-05T05:30:48Z;226;10;216;0;Acción Democrática Nacional (ADN)
Bcqw34BJWPs;🔴 EN VIVO 🔴 Presentación de Candidatos a las Elecciones 2023 por Revolución Ciudadana RC5.;"Desde el Centro de Eventos ""La Esperanza"", Portoviejo - Manabí FACEBOOK: Ecuador en Directo - Samborondon tv online - La ...";2023-06-10T20:20:14Z;111930;5664;106266;0;Revolución Ciudadana
bFLqGl6Epxg;SESIÓN ORDINARIA No. 72-PLE-CNE-2023;Conocimiento y resolución de los Informes remitidos por la Dirección Nacional de Asesoría Jurídica, respecto de los recursos de ...;2023-09-08T10:49:24Z;264;4;260;0;Elecciones 2023 Ecuador
BJwE4MFjvOE;#Elecciones2023 | Candidatos presidenciales ejercen su derecho al voto | Ecuavisa;Estas elecciones contaron con el respaldo de militares que custodiaron diversos lugares del país. Cerca de 400 personas fueron ...;2023-08-21T03:50:23Z;473243;2814;470429;0;Elecciones 2023 Ecuador
BLbL2vAHzXo;Luisa González saluda a los ciudadanos de Quito;LuisaPresidenta #ENVIVO Sigue a Luisa González en su Saludo a los Ciudadanos de Quito.;2023-08-17T01:10:44Z;42828;2241;40587;0;Campaña Luisa Gonzales
BNk4Hx85nX8;El candidato a la presidencia de Ecuador Daniel Noboa destaca por su propuesta de gobierno;Nuestra corresponsal en Ecuador, Elena Rodríguez, nos brinda un perfil político de Daniel Noboa, exasambleísta e hijo del ...;2023-08-15T21:56:50Z;909;19;890;0;Noboa propuestas
bNWM-FELrAU;Luisa González y Daniel Noboa continúan en la carrera por la Presidencia de Ecuador • FRANCE 24;Las elecciones generales adelantadas de este 20 de agosto vieron al correísmo como gran ganador de la jornada. Con el 85% ...;2023-08-21T14:03:09Z;3252;33;3219;0;Noboa propuestas
BnyextOvcEI;Daniel Noboa: “Llegaría a acuerdos políticos para gobernar”;Es candidato a la Presidencia de la República respaldado por los movimientos Pueblo, Igualdad y Democracia, y Mover.;2023-06-20T00:00:06Z;86106;1379;84727;0;Noboa propuestas
BoPBKGx--Dc;Luisa Gonzalez llama la atención a la fiscal del Estado;La candidata a la presidencia de la República por la revolución ciudadana, llamó la atención a la fiscal Diana Salazar ...;2023-07-28T16:30:07Z;6169;293;5876;0;Luisa Gonzales presidente
bQgk4vNvQbE;Luisa Gonzales y su discurso presidencial: SIN CENSURA;Registrate y gana PS5 y $1000: https://media.latribet.ec/redirect.aspx?pid=5895946&bid=13114.;2023-08-15T03:47:12Z;31811;1776;30035;0;Luisa Gonzales presidente
br2QVpqJ40Q;Rafael Correa entrevista a Luisa González, candidata a Presidenta por la RC5;Profundo dialogo sobre la realidad del país, sus problemas y las soluciones. Únete por Facebook Live y youtube live. HOY a las ...;2023-07-18T02:14:19Z;200974;6286;194688;0;Luisa Gonzales presidente
Bs5lzCp4Vy0;La Historia Oculta de Acción Democrática: ¿Quién mató a Leonardo Ruiz Pineda?;Apoya nuestro trabajo en Patreon!: https://www.patreon.com/lanuevaenciclopedia Leonardo Ruiz Pineda fue el líder de la ...;2023-01-23T23:11:02Z;7057;201;6856;0;Acción Democrática Nacional (ADN)
BwmqbBYiCfU;Verónica Abad: “La mentalidad es entrar al servicio público a corromperse”;Elecciones2023 | Verónica Abad, candidata a la Vicepresidencia por la coalición Alianza Acción Democrática Nacional (ADN) ...;2023-06-29T00:00:03Z;120;1;119;0;Verónica Abad
c_g4gadBgFU;El P # te@dero: Andrés Arauz;Síguenos en: Página WEB: https://www.laposta.ec/ Twitter: https://twitter.com/LaPosta_Ecu Facebook: ...;2021-11-22T00:00:09Z;22250;958;21292;0;Andres Arauz
C56XtJguYdY;Luisa González está en Quito, pero no ha llevado a cabo campaña política | Televistazo | Ecuavisa;En las últimas 48 horas, la candidata Luisa González, ha estado en silencio en Quito. Su equipo de comunicación informa que ha ...;2023-08-23T18:18:23Z;4104;56;4048;0;Campaña Luisa Gonzales
cAMRyUpB_AY;Daniel Noboa, candidato a la presidencia, habla de su experiencia | Contacto Directo | Ecuavisa;El 6 de agosto se revelará la lista oficial de candidatos por parte del Consejo Nacional Electoral, y la campaña electoral se ...;2023-06-20T02:14:20Z;92120;1137;90983;0;Noboa propuestas
CdSQ7iT9EMI;Emprender en la 4ta Revolución Industrial, Entrevista Verónica Abad;Mis redes: http://www.bustamantehseq.com/ Celular:0998326043 WhatsApp: https://wa.me/593998326043 Linkedin: ...;2022-01-26T16:39:03Z;127;3;124;0;Verónica Abad
cFSM83NVbMk;Asambleísta Daniel Noboa - Sesión 819;15 de diciembre de 2022 Segundo Debate del Proyecto de Ley Reformatoria a la Ley de Compañías para la Optimización e ...;2022-12-16T00:26:04Z;1762;20;1742;0;Noboa propuestas
Cnu7tKdXQ3E;Daniel Noboa, fiel a los pasos de su papá en los ‘negocios, ayuda social y en política’;No importa la ciudad o el país en que se encuentre, cuando las manecillas del reloj marcan las 05:00, Daniel Noboa Azín se ...;2023-08-01T19:05:50Z;26533;417;26116;0;Daniel Noboa propuestas
COdkfCOLvzU;Debate presidencial, análisis junto a Mauro Andino;Llegó el día del debate presidencial. Síguelo junto a Ingobernables EC. Únete a IngobernablesEc y obtén beneficios que están ...;2023-08-14T04:17:26Z;237982;14671;223311;0;Elecciones 2023 Ecuador
cujgeceP-j0;Andrés Arauz | No me interesa ser candidato, me interesa ser presidente. No hay tiempo de improvisar;Bienvenidos a nuestra comunidad de YouTube. Somos Radio Pichincha, el otro relato. Síguenos en redes sociales: Facebook: ...;2023-05-22T14:55:41Z;43260;1425;41835;0;Andres Arauz
cVVvy4yK29c;Elecciones generales de Ecuador: ¿Cuál es el perfil de Daniel Noboa?;LatinaNoticias. Las noticias de hoy, en videos y transmisiones en vivo (streaming). Contenido verificado y riguroso, interesante e ...;2023-08-21T03:05:08Z;23832;457;23375;0;Daniel Noboa presidente
cwlhf5fSW64;Verónica Abad, precandidata a la alcaldía de Cuenca, expresa sus ideales;Alrededor de dos años hemos venido trabajando en un proyecto de ciudad, porque hay que demostrar que la política que se ...;2022-08-04T22:11:58Z;245;4;241;0;Verónica Abad
d0OCy6zuXrE;¿Cuál es la estrategia de Daniel Noboa para llegar a la presidencia? | Contacto Directo | Ecuavisa;Daniel Noboa, candidato presidencial por la alianza Acción Democrática Nacional (ADN), ha pasado a la segunda vuelta por la ...;2023-08-22T14:35:43Z;86005;1729;84276;0;Noboa propuestas
D30wI8DlrJU;ECUADOR ELECCIONES: CORREÍSMO versus NOBOÍSMO en la SEGUNDA VUELTA ¿CAMBIO o CONTINUIDAD? | RTVE;La candidata del correísmo, Luisa González (33%), y el joven empresario Daniel Noboa (24%) se aseguraron este domingo un ...;2023-08-21T13:09:26Z;12008;107;11901;0;Segunda vuelta Ecuador
d7KZOV-vsZE;Entrevista a Luisa González en Radio Superior;LuisaEnMedios #ENVIVO Sigue la entrevista a Luisa González en Radio Superior.;2023-09-07T12:49:29Z;12493;335;12158;0;Luisa Gonzales presidente
D9Y7IRpW0hA;EN VIVO | Luisa González y Daniel Noboa disputarán la presidencia en una segunda vuelta en Ecuador;Canal26 #Elecciones #Ecuador Con el 65% de las mesas escrutadas, la candidata correísta obtiene el 33% y el líder de ...;2023-08-21T02:56:01Z;97170;829;96341;0;Noboa propuestas
DaqYU9EEG4Q;Entrevista a Eckenner Recalde, candidato a la asamblea por Pichincha, distrito Centro y Sur por ADN;Buenos Días de Zonalibre, entrevista al Dr. Eckenner Recalde, candidato a la asamblea por Pichincha, distrito Centro y Sur, por ...;2023-07-18T00:31:26Z;785;13;772;0;Acción Democrática Nacional (ADN)
-dbNw-7Dsa0;En encuesta callejera de Radio Sucre: Gana Luisa Gonzalez;La encuesta callejera que realizara radio Sucre, los votos son para Luisa Gonzalez. Únete a este canal para acceder a sus ...;2023-06-16T21:00:09Z;17346;1105;16241;0;Luisa Gonzales presidente
dbueiDogTPE;EN VIVO RAFAEL CORREA DIALOGA CON LUISA GONZALEZ ¡ENTRA AHOOORAAA!;APOYA CON TU DONACION PARA PODER SEGUIR INFORMANDOTE: ...;2023-07-20T12:05:36Z;18720;1508;17212;0;Luisa Gonzales presidente
DG5Id7fhZts;La embarrada que le pude costar a DANIEL NOBOA en 2 VUELTA | Luisa González puede TRIUNFAR;Noticias de Ecuador, lo que no te cuentan en la TV. Twitter : https://twitter.com/enigma_politico Facebook: ...;2023-08-22T19:44:15Z;45573;2758;42815;0;Problemas de Daniel Noboa
dirPPLPXxNc;Entrevista a Luisa González en Radio Encantada;LuisaEnMedios #ENVIVO Sigue la entrevista a Luisa González en Radio Encantada.;2023-09-07T02:44:03Z;5058;223;4835;0;Problemas de Luisa Gonzales
DIvcSWdMxdw;¿𝐂𝐮𝐚́𝐥 𝐞𝐬 𝐥𝐚 𝐬𝐢𝐭𝐮𝐚𝐜𝐢𝐨́𝐧 𝐝𝐞𝐥 𝐌𝐨𝐯𝐢𝐦𝐢𝐞𝐧𝐭𝐨 𝐀𝐜𝐜𝐢𝐨́𝐧 𝐃𝐞𝐦𝐨𝐜𝐫𝐚́𝐭𝐢𝐜𝐚 𝐍𝐚𝐜𝐢𝐨𝐧𝐚𝐥 (𝐀𝐃𝐍 𝐞𝐧 𝐌𝐨𝐫𝐨𝐧𝐚 𝐒𝐚𝐧𝐭𝐢𝐚𝐠𝐨?.;En #PanoramaInformativo 1° Emisión y en la #EntrevistaDeHoy nos acompañó German Gavilanez, director provincial del ...;2023-09-05T20:24:08Z;2;0;2;0;Acción Democrática Nacional (ADN)
DKFbYM5Hxno;#Entrevista | Verónica Abad | 15-6-2023;La cuencana Verónica Abad es candidata a la Vicepresidencia de la República, compañera de fórmula del presidenciable Daniel ...;2023-06-16T00:58:14Z;404;3;401;0;Verónica Abad
DLfUyha6I5E;Asambleísta Luisa González - Sesión 854 - II Intervención;16 de marzo de 2023 Conocer y resolver respecto del informe de posturas remitido por el Comité de Ética, en relación a la ...;2023-03-16T15:49:04Z;732;8;724;0;Luisa Gonzales propuestas
dm7OIUCfp4E;ACCION DEMOCRATICA NACIONAL;;2023-08-14T01:02:08Z;80671;1462;79209;0;Acción Democrática Nacional (ADN)
DMi2lZDW70Y;LUISA GONZÁLEZ EN VIVO, CANDIDATA A LA PRESIDENCIA POR REVOLUCIÓN CIUDADANA EN ENTREVISTA;;2023-06-28T01:44:03Z;12492;335;12157;0;Gonzales propuestas
DSAtItfm9sE;SERGIO TARQUI ALARCÓN. Acción Democrática Nacionalista. (ADN);GRAN CARABANA DE LA DEMOCRACIA BOLIVIANA. 2020. Con Orden, Paz, Trabajo, Libertad y Progreso.. QÁMIRISTA ...;2020-09-19T20:53:54Z;272;6;266;0;Acción Democrática Nacional (ADN)
dt7s2OSTaDE;Entrevista a Luisa González en Radio Pichincha;LuisaEnMedios #ENVIVO Sigue la entrevista a la candidata por la RC5, Luisa González, en Radio Pichincha.;2023-08-21T18:15:04Z;61656;2198;59458;0;Problemas de Luisa Gonzales
dXrAkqo5DXY;Informe desde Quito: inicia el proceso electoral en Ecuador con medidas de seguridad reforzadas;Este domingo 20 de agosto se llevarán a cabo las elecciones presidenciales en Ecuador en las que 13,4 millones de ciudadanos ...;2023-08-20T12:51:40Z;11693;117;11576;0;Elecciones 2023 Ecuador
DxZr8hYdE6Q;Luisa Gonzalez gana en las encuestas, pero cuidado hay segunda vuelta. Te lo contamos;Un análisis sobre encuestas realizadas en la carrera presidencial Carondelet 2023, elecciones anticipadas muestra que Luisa es ...;2023-07-05T22:15:07Z;102019;2790;99229;0;Gonzales propuestas
e3n4TByceTA;Luisa González tuvo su cierre de campaña en Guayaquil | Televistazo | Ecuavisa;La candidata presidencial, Luisa González, inició su cierre de campaña a las 4 de la tarde, recorriendo las calles del suburbio de ...;2023-08-18T01:31:52Z;5746;60;5686;0;Campaña Luisa Gonzales
e4NQ3qc1ynI;Andrés Arauz habla de su candidatura para la presidencia de Ecuador | Ecuavisa;Andrés Arauz es uno de los candidatos para las próximas elecciones presidenciales de Ecuador. Este economista habló de sus ...;2023-05-26T22:59:37Z;34726;437;34289;0;Andres Arauz
ECpach9-gf4;Ecuador: Daniel Noboa, en campaña entre miedo por su seguridad • FRANCE 24 Español;Daniel Noboa es un empresario conservador y la gran sorpresa de la primera vuelta electoral, donde se alzó con un 24% de los ...;2023-08-26T23:57:48Z;8149;115;8034;0;Daniel Noboa presidente
eDUfgb0cR0I;Presentación de propuestas anticorrupción - Ricardo Gonzáles de Nueva Libertad;;2018-09-28T23:56:15Z;17;0;17;0;Gonzales propuestas
EeXtjpC3Zmg;Andrés Arauz es el candidato más joven a la presidencia de Ecuador;Andrés Arauz, candidato a la presidencia de Ecuador y apadrinado por Rafael Correa, podría convertirse en el presidente más ...;2021-02-08T01:36:50Z;3262;58;3204;0;Andres Arauz
eFi4Jan83EI;Habrá segunda vuelta presidencial en Ecuador: estos fueron los candidatos con más votos;Con más del 70% de mesas escrutadas, los candidatos Luisa González, de Revolución Ciudadana, y Daniel Noboa, de Acción ...;2023-08-21T05:00:19Z;48918;459;48459;0;Elecciones 2023 Ecuador
EJfWEuQhHxg;"Los 10 años de la &quot;Revolución Ciudadana&quot; de Rafael Correa";Gabriela Calderón presenta algunos datos de la década en el poder de Rafael Correa.;2017-03-21T01:27:09Z;7442;110;7332;0;Revolución Ciudadana
EM98MVA1MOc;Luisa González y Andrés Arauz | BINOMIO PRESIDENCIAL POR LA REVOLUCIÓN CIUDADANA;Con la decisión de #JorgeGlas de dar un paso al costado, el binomio presidencial de #Revolucionciudadana queda conformado ...;2023-06-10T21:40:10Z;12314;330;11984;0;Gonzales propuestas
eMCmXtnb-8g;"#10 Eduardo Gonzales - &quot;Elecciones 2016 Propuestas Legislativas&quot; 25 02";"Eduardo Gonzales Toro #10, Candidato al Congreso por Lima Metropolitana. Tema: ""Desarrollo y Crecimiento Económico"" Canal ...";2016-02-29T05:42:41Z;232;0;232;0;Gonzales propuestas
EMKD4V6c3qo;Pugnas internas entre Noboa y su Binomio Verónica Abad.;Suscríbete.;2023-09-07T00:00:04Z;4158;281;3877;0;Verónica Abad
ENog7KMPSDY;Ecuador: Daniel Noboa propone atraer inversión extranjera y militarizar puertos y fronteras;El político y empresario Daniel Noboa (35 años) es candidato a las presidenciales ecuatorianas por el partido Acción ...;2023-08-20T04:46:42Z;233;3;230;0;Noboa propuestas
ER1eG-pVHkg;#Elecciones2023 | Daniel Noboa se pronuncia ante el resultado parcial del CNE | Ecuavisa;Daniel Noboa se pronuncia ante su paso a la segunda vuelta de las elecciones anticipadas de este 2023. Señala que está ...;2023-08-21T01:02:07Z;152859;3078;149781;0;Noboa propuestas
EtLufk_1mPs;EL BINOMIO DE LA REVOLUCIÓN CIUDADANA TIENE 3 RIVALES DIRECTOS: YAKU, OTTO Y TOPIC;Según el Analista Político, Decio Machado, el binomio de Luisa González y Andrés Arauz se enfrentarán de forma directa con ...;2023-06-12T16:19:42Z;26400;715;25685;0;Revolución Ciudadana
EUATGkd7yr8;PREDICCION🔮ECUADOR SEGUNDA VUELTA 15 de OCTUBRE 2023 QUIEN GANA❓ LUISA GONZALEZ o DANIEL NOBOA❓;Consultamos al #tarotecuador por el balotaje de entre Gonzalez y Noboa. #eleccionesecuador2023 #prediccionesecuador2023 ...;2023-08-22T01:18:40Z;13415;836;12579;0;Segunda vuelta Ecuador
EZKrPOGByHo;Acción Democrática está dispuesta a participar en una negociación | 1-3;La dirigente de la tolda blanca del estado Táchira, Catherine Colombo, aseguró que el partido político participaría en una ...;2019-09-19T16:01:29Z;2141;84;2057;0;Acción Democrática Nacional (ADN)
ezUT6QU28vw;Daniel Noboa: Su plan de campaña es la generación de empleo | Televistazo | Ecuavisa;El candidato Daniel Noboa se ancla en la imagen de su familia exitosa en los negocios, para promover su campaña electoral ...;2023-08-04T19:23:23Z;2730;24;2706;0;Noboa propuestas
F_0r6_bJduA;ECUADOR | Luisa González y Daniel Noboa pasan a la segunda vuelta | EL PAÍS;Ecuador volverá a las urnas el 15 de octubre. La candidata del correísmo, Luisa González (33%), y el empresario Daniel Noboa ...;2023-08-21T02:52:58Z;60443;263;60180;0;Noboa propuestas
FaK62UyhASs;Luisa Gonzalez: sólo hay que ver para llorar;Así describe Luisa Gonzalez, precandidato a la presidencia de la República sobre la pobreza que existe en el Ecuador Únete a ...;2023-06-02T01:30:08Z;23505;1013;22492;0;Gonzales propuestas
FBgCYz033dQ;"Luisa González, la candidata más votada en Ecuador, habla sobre el &quot;cambio de escenario político&quot;";Luisa González, quien con más del 90% de los votos escrutados es la candidata presidencial más votada en Ecuador, habló ...;2023-08-21T06:00:09Z;103246;1181;102065;0;Gonzales propuestas
fbVauDc76CE;🔴 #EnVivo | Revolución Ciudadana se pronuncia sobre investigaciones en Caso Villavicencio;EnVivo | Revolución Ciudadana se pronuncia sobre investigaciones en Caso Villavicencio.;2023-09-08T16:41:40Z;12304;633;11671;0;Revolución Ciudadana
fDo6_hsN5C4;Correísta Luisa González y derechista Daniel Noboa disputarán balotaje en Ecuador | AFP;La candidata Luisa González, delfín del expresidente socialista Rafael Correa, lidera la primera vuelta de las elecciones ...;2023-08-21T05:49:04Z;7293;70;7223;0;Noboa propuestas
FefJEeZqKGM;LUISA GONZÁLEZ ENVIA UN HERÓICO MENSAJE A SU PUEBLO VAMOS POR ESA VICTORIA NOTICIAS RFE TV;LA CANDIDATA LUISA GONZÁLEZ HACE RE APARICION LUEGO DEL TRIUNFO DE LA PRIMERA VUELTA AHORA CON ...;2023-09-03T14:45:06Z;11978;652;11326;0;Luisa Gonzales presidente
fESG-IN_T6w;Discurso de Andrés Arauz #InformeALaNación;Asamblea Nacional, Contigo ¡de ley! Discurso de Andrés Arauz ministro Coordinador de Conocimiento y Talento Humano en ...;2015-05-24T17:59:47Z;5405;133;5272;0;Andres Arauz
feyljjvJSSs;🚨 Se registró un tiroteo durante una caravana del candidato Daniel Noboa;Acaban de atentar en Durán contra la caravana en la que nos movilizábamos, gracias a Dios salimos ilesos”, comunicó más ...;2023-08-17T22:25:42Z;5463;118;5345;0;Campaña Daniel Noboa
fFkc-ngKHBI;“Ecuador vive una GUERRA, capaz me MATAN a mí también”: DANIEL NOBOA no teme ser ASESINADO | #LR;"El candidato a la presidencia de Ecuador, Daniel Noboa, está decidido a enfrentar al miedo en su país. ""En Ecuador vivimos una ...";2023-08-27T03:14:27Z;3213;44;3169;0;Campaña Daniel Noboa
fiXo_VW2TOM;"🇪🇨| No es momento de &quot;sálvese quien pueda&quot;, es momento de retomar el control de nuestro territorio";;2023-09-01T12:41:31Z;8495;659;7836;0;Andres Arauz
fjC9jAX4ZG8;"Daniel Noboa: &quot;No veo lo del Yasuní como una pérdida&quot;";Asegura que no se lanza a la Presidencia por cumplir el sueño de su padre, “Él tiene sus sueños, yo tengo los míos”. Se define ...;2023-07-28T21:16:06Z;353707;8490;345217;0;Noboa propuestas
FKrvpXBjdR4;Luisa González Cosecha Apoyo Poderoso Sector Transporte y Logística: ¿Cambiará el Rumbo la Elección?;En este video exploramos el reciente y sorpresivo anuncio de la Organización Transur, un peso pesado en el sector de transporte ...;2023-09-07T23:30:09Z;4525;364;4161;0;Gonzales propuestas
fN-_g8V7yvY;ALARMA EN ECUADOR | INTENTAN ATENTAR CONTRA CANDIDATO PRESIDENCIAL DANIEL NOBOA EN CIERRE DE CAMPAÑA;;2023-08-17T22:12:14Z;30053;361;29692;0;Noboa propuestas
fN9maWnSQCU;ADN PARTIDO POLITICO DE BOLIVIA;;2022-04-07T15:59:38Z;246;2;244;0;Acción Democrática Nacional (ADN)
fNaMtJr021U;NOBOA ES EMPLEO;danielnoboa #xaviersantos #adn #ecuador #porunnuevoecuador #lavozdemanabí #eleccionesecuador2023 #segundavuelta ...;2023-09-01T14:00:23Z;86032;1728;84304;0;Acción Democrática Nacional (ADN)
fnHeXKPjc8U;EN VIVO: Entrevista a Verónica Abad, candidata a la alcaldía de Cuenca, por el Movimiento Amigo;Entrevista a Verónica Abad, candidata a la alcaldía de Cuenca, por el Movimiento Amigo.;2023-01-17T17:51:38Z;68;1;67;0;Verónica Abad
fO3Ry6RXUDI;ANÁLISIS DE LA SEMANA - El SNAI está CORROMPIDO hasta la MÉDULA - PLAN de GOBIERNO de LUISA GONZÁLEZ;Entrevista Dr. Augusto Tandazo - Analista Político y Experto Energético. APORTACIONES VOLUNTARIAS AL MEDIO: Banco ...;2023-08-09T20:35:45Z;10432;525;9907;0;Gonzales propuestas
fQnSzmpVLAo;🔴 EN VIVO 🔴 Inscripción del Binomio Presidencial de Revolución Ciudadana RC5 | 13/06/2023.;Desde la Sede del Consejo Nacional Electoral, Quito. FACEBOOK: Ecuador en Directo - Samborondon tv online - La noticia ...;2023-06-13T19:05:41Z;5622;430;5192;0;Revolución Ciudadana
frb_fbUgvvA;¿Quién es Verónica Abad, la compañera de fórmula de Daniel Noboa? | Agosto 23 - 2023;+ Daniel Noboa confía en captar los votos de JAN TOPIC y Christian Zurita. + ¿Quién es Verónica Abad, la compañera de fórmula ...;2023-08-23T18:26:09Z;1899;16;1883;0;Verónica Abad
ftSgQOARkoc;Andres Arauz, destroza a puñete limpio a los candidatos: Yacu, Villavicencio, Topic, Otto;En un en vivo que realizara Andres Arauz, a través de su Red social, dijo que los candidatos no tienen ninguna propuesta para el ...;2023-06-26T21:30:10Z;12789;643;12146;0;Andres Arauz
